f3c2e0db-acef-46a4-b3c2-1fa0c0549a7e;"57.139898,65.590805"
ad7bf930-8bb4-4430-9fc3-e383f6951188;"57.14297,65.58528"
5ce11430-c997-4613-ad19-91e54f7e61e6;"57.151208,65.571644"
5d2537fb-a55d-4ce5-b440-4590da6c1073;"57.144049,65.583259"
8c3800b4-a754-4387-9750-b5e7b5b61539;"57.137173,65.59535"
374e75a8-dcfa-4f99-a89d-d8ded88e18f5;"57.151623,65.568572"
56a33c29-c8e2-4945-bc9b-77b7ca1d8a14;"57.147155,65.577222"
740c1ed2-ec90-498d-bffd-700b5925c287;"57.151217,65.569335"
9b8c7c93-c66e-4af5-8100-66252970af82;"57.129387,65.573494"
8fe6dc6c-9002-4b89-a9f9-ce5abe0c1618;"57.151989,65.570198"
d0167241-f340-415d-b264-3e3f807766be;"57.137871,65.550237"
eb45cc5e-b5f9-407c-9b78-2cc29b0f2666;"57.131473,65.568787"
aa31582c-e3b3-42d9-a73e-ea8ecbb7c549;"57.117377,65.501701"
f0cf8c38-1da3-45c9-9866-28eec6d8a04a;"57.183768,65.581992"
8df679b2-d995-4ce5-96dc-cbb876f87d56;"57.147287,65.581606"
1d7b0924-e6f9-4337-80e4-63406609bfa0;"57.13816,65.553516"
aaf05e59-96bd-46ed-a4a0-7bcd53203d11;"57.141681,65.587742"
d9ff0d1a-ad05-429d-850c-8f91165f4211;"57.153336,65.567727"
b0ebb0ec-3b30-499b-b02d-a111a4213ae0;"57.157452,65.463397"
faecb50a-557f-41c2-9853-e502403f7c86;"57.118178,65.502348"
91c4cf64-a3d8-40b9-936f-e968d586baba;"56.960785,65.788596"
863b46b9-d452-4c03-9483-fe25ff92f660;"57.157774,65.472479"
5fae3bb5-9ab3-4f1e-9384-211069f642fb;"57.141031,65.543338"
156b9974-7a15-43fd-b9d9-2f9c935492ea;"57.138262,65.549123"
ab3c7f01-53e1-40fd-b8cd-3706bc9d7cfb;"57.160195,65.54623"
1d006103-3419-491c-9211-206ba6747e5e;"57.146418,65.580968"
4f21188c-2ba8-4d07-ab6c-fbc81122ae12;"57.150983,65.572955"
520206c1-714f-4263-887d-29e953d2d943;"57.140323,65.58882"
9c776d99-b34d-4503-a89d-96f43a08db6e;"57.141505,65.54517"
62a84ca6-a48d-4139-a550-1f011bece3a5;"57.137989,65.592673"
a47da25b-38d5-4c15-9894-d261b3b65394;"57.141549,65.543356"
2fe6d7c4-b4d5-45c3-b0f7-c7049b8e0b68;"57.148747,65.578399"
708a746c-9125-4adb-89b3-be810defa597;"57.147633,65.57857"
9b2560b7-50f2-4b0c-aec4-612d40df85da;"57.148224,65.577465"
a491570c-8306-4c6c-ae51-27c8a7abeb24;"57.139605,65.593931"
7a33c7bd-6709-4249-94ce-feb52832d5e4;"57.14757,65.581022"
50b72d95-1a3b-4af8-859b-01b9df4ec5fe;"57.134858,65.600417"
ae89afbc-fa97-48e7-a8d7-9ff08dc71271;"57.142047,65.542305"
0f211bba-df6a-4276-b365-79f3a2f557e0;"57.157793,65.463109"
f102c11a-8ce1-47ab-8604-7afe3e20bdab;"57.146252,65.577546"
af92cdd2-d2a7-4344-bd81-8b9bfa5177a4;"57.140494,65.592197"
7293f045-3e37-4334-9ccc-e06f2612a86f;"57.139928,65.58952"
5111bc94-0941-4bb9-9778-042446ec98e4;"57.154854,65.545072"
5321d2aa-3c5c-405d-aa78-c631016493cc;"57.147008,65.579774"
c4d57223-4775-4834-975f-8a145f645a3a;"57.138008,65.552456"
a836a71f-d319-47c9-801f-a978b05580b9;"56.96102,65.789144"
7aea8e03-a7df-4a48-bb50-2b827c5c523f;"57.138125,65.594335"
b7dea900-1d94-4938-8761-6be656a9a888;"57.118203,65.504171"
ead1632a-26b3-42b7-aa57-9ff89703e156;"57.116908,65.50312"
c26a458b-624a-4beb-9033-a251894bd845;"57.162738,65.481794"
d38214df-27a4-416f-85bb-92cfeb3489c1;"57.117387,65.503596"
429e68f0-6852-47ca-aec3-39421fe49a3d;"57.147428,65.576378"
184a9401-83f9-4a9c-8dd4-488cdedffaf3;"57.115891,65.502474"
5c4a6274-fae9-41d8-928e-5ef069aad8c6;"57.098313,65.624321"
fcc02d6a-3810-4fc4-928f-ee97f9a4c1b1;"57.140812,65.543877"
8604bc19-f87d-4904-8d8a-5c966fe5eb8c;"57.148444,65.57742"
36cb5580-31f5-454e-9ae6-c3bf74f5c6e8;"57.099971,65.626585"
71b4a3b4-d4a7-4985-92be-d01048403a6b;"57.108951,65.570278"
6e70f1ec-90a8-440a-86b4-a25db77badcd;"57.182007,65.35895"
6542fc59-1a78-452c-b5a9-65cf20e377cc;"57.108716,65.5715"
e7ef8e8c-f275-44ac-8a70-4fade67d308a;"57.105603,65.725408"
98c998cd-2250-4330-a9d4-ee6ce71acbce;"57.105744,65.723091"
b703a016-ad8c-4189-9311-43ee7856bd08;"57.162752,65.480519"
fb16b6e2-666e-4516-8994-a7d7063c89d6;"57.116575,65.498656"
af26b316-4980-481b-84fa-52396bf7789e;"57.107123,65.722183"
6fe13e0c-0cf8-44fc-9af3-b18de241faf0;"57.106375,65.723028"
2d5e3a7e-83e0-4fec-8baa-014455989784;"57.126211,65.518077"
ea284b1b-7b6f-4ead-b9b6-dbe6c2a0a9e7;"57.107167,65.724124"
61868855-6e37-48a7-a862-ea056142e308;"57.16058,65.530205"
6493edbd-4c72-44d6-8b30-b3e2e132500f;"57.186583,65.586466"
baea43c5-31a2-46e3-bead-f4efc4c03c1f;"57.187617,65.58979"
eb307db7-b5b8-457e-ba7d-043d1ce6b6d6;"57.115847,65.500893"
8a1ed445-0ab1-4bdf-b23d-84a7f1351c9d;"57.115007,65.501782"
2b5505d6-3ab8-42e2-b212-e7fb211d8e19;"57.115061,65.500246"
9eb502de-2a01-4ecb-b71b-b7b4a0ca3fc7;"57.114523,65.501485"
18d83db8-da23-4815-9e38-f9ac211ef2cc;"57.138619,65.503507"
fd837da7-41fe-42c3-b77e-0266dddd5f64;"57.122425370832424,65.49073204662703"
ebcaee2c-0d85-4048-9ad7-5733ea6f564b;"57.123588,65.489187"
e88bf963-311a-470d-8abc-b4aada53e0e9;"57.121232,65.487292"
13e6b0f0-5b70-40f5-bdce-5346f7bcec55;"57.122684,65.494173"
76699d0e-c46f-4766-a675-108ce81f63ff;"57.176519,65.649752"
36e6c032-3d04-4a6a-8dbf-58599bbbfa85;"57.176743,65.651324"
b7c3e094-40de-4dcd-b466-223540569c36;"57.100836,65.594829"
